,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
2,406,26,10,1,False,2022-08-20T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,1,0,0,0,1,1.2,1.0,8.0,1.0,54,-839,7633,260,1099
3,406,39,14,2,True,2022-08-27T11:30:00Z,0,1,4,62,0,0,0,1,0,0,0,0,0,0,0,9,9.2,29.2,8.0,4.6,54,-763,7118,243,1006
4,406,50,6,2,True,2022-08-30T18:45:00Z,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,17,30.8,1.7,46.0,7.9,54,-495,6819,185,680
5,406,60,20,1,False,2022-09-03T14:00:00Z,1,0,6,55,0,0,0,1,0,0,0,0,0,0,0,4,5.0,2.0,4.0,1.1,54,46,7191,737,691
0,407,8,18,9,False,2022-08-06T14:00:00Z,4,1,1,90,1,0,0,4,0,0,0,0,0,0,2,33,49.2,56.1,24.0,12.9,65,0,717828,0,0
1,407,19,11,2,True,2022-08-13T14:00:00Z,2,2,2,90,0,0,0,2,0,0,0,0,0,0,0,8,9.6,3.2,1.0,1.4,65,130490,987759,169232,38742
2,407,26,10,7,False,2022-08-20T14:00:00Z,1,2,3,90,0,1,0,1,0,0,0,0,0,0,2,31,32.4,59.8,0.0,9.2,65,-32738,971090,90397,123135
3,407,39,14,2,True,2022-08-27T11:30:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,19,24.2,67.8,2.0,9.4,65,-32033,965151,57187,89220
4,407,50,6,1,True,2022-08-30T18:45:00Z,2,1,5,90,0,0,0,1,0,0,0,1,0,0,0,0,0.0,16.3,0.0,1.6,65,-92396,878749,19198,111594
5,407,60,20,2,False,2022-09-03T14:00:00Z,1,0,6,90,0,0,0,1,0,0,0,0,0,0,0,18,21.8,32.4,15.0,6.9,65,15272,908760,105516,90244
0,408,8,18,1,False,2022-08-06T14:00:00Z,4,1,1,45,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.8,1.0,0.0,55,0,58462,0,0
1,408,19,11,4,True,2022-08-13T14:00:00Z,2,2,2,29,0,1,0,0,0,0,0,0,0,0,0,15,17.4,11.1,4.0,3.3,55,-907,65627,9403,10310
2,408,26,10,2,False,2022-08-20T14:00:00Z,1,2,3,69,0,0,0,1,0,0,0,0,0,0,0,5,2.6,1.3,4.0,0.8,55,8212,80588,22460,14248
3,408,39,14,2,True,2022-08-27T11:30:00Z,0,1,4,76,0,0,0,1,0,0,0,0,0,0,0,8,9.6,25.7,25.0,6.0,55,-3965,78732,10596,14561
4,408,50,6,9,True,2022-08-30T18:45:00Z,2,1,5,85,1,0,0,1,0,0,0,0,0,0,3,34,39.2,0.9,28.0,6.8,55,-3239,78093,10850,14089
5,408,60,20,2,False,2022-09-03T14:00:00Z,1,0,6,82,0,0,0,1,0,0,0,0,0,0,0,1,0.0,3.8,15.0,1.6,55,66169,158394,86076,19907
0,409,8,18,0,False,2022-08-06T14:00:00Z,4,1,1,90,0,0,0,4,0,0,0,0,0,0,0,10,20.2,4.2,4.0,2.8,45,0,98712,0,0
1,409,19,11,7,True,2022-08-13T14:00:00Z,2,2,2,90,1,0,0,2,0,0,0,0,0,0,0,20,48.6,15.4,37.0,10.1,45,-4366,102654,5059,9425
2,409,26,10,2,False,2022-08-20T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,9,13.0,31.4,6.0,5.0,45,8258,118330,15565,7307
3,409,39,14,2,True,2022-08-27T11:30:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,8,16.2,14.1,8.0,3.8,45,1973,124217,11546,9573
4,409,50,6,2,True,2022-08-30T18:45:00Z,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,6,11.4,1.8,8.0,2.1,45,-2358,124280,7866,10224
5,409,60,20,2,False,2022-09-03T14:00:00Z,1,0,6,90,0,0,0,1,0,0,0,0,0,0,0,14,11.8,4.2,6.0,2.2,45,11238,139979,21748,10510
0,411,8,18,0,False,2022-08-06T14:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,0,61566,0,0
1,411,19,11,2,True,2022-08-13T14:00:00Z,2,2,2,90,0,0,0,2,0,0,0,0,0,0,0,6,5.2,13.5,3.0,2.2,64,-13044,53680,2626,15670
2,411,26,10,12,False,2022-08-20T14:00:00Z,1,2,3,31,2,0,0,0,0,0,0,0,0,0,3,53,64.0,0.5,38.0,10.3,64,-7810,48946,3102,10912
3,411,39,14,2,True,2022-08-27T11:30:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,6,2.6,12.0,64.0,7.9,64,34038,97472,44314,10276
4,411,50,6,2,True,2022-08-30T18:45:00Z,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,6,12.8,39.2,12.0,6.4,64,-44,100704,20653,20697
5,411,60,20,2,False,2022-09-03T14:00:00Z,1,0,6,90,0,0,0,1,0,0,0,0,0,0,0,7,8.6,35.8,15.0,5.9,64,-1672,104364,25091,26763
0,412,8,18,0,False,2022-08-06T14:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,452,0,0
1,412,19,11,0,True,2022-08-13T14:00:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-97,393,13,110
2,412,26,10,0,False,2022-08-20T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-79,317,0,79
3,412,39,14,0,True,2022-08-27T11:30:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-42,279,0,42
4,412,50,6,0,True,2022-08-30T18:45:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-13,266,0,13
5,412,60,20,0,False,2022-09-03T14:00:00Z,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-14,252,0,14
0,413,8,18,0,False,2022-08-06T14:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,3550,0,0
1,413,19,11,0,True,2022-08-13T14:00:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-675,3573,35,710
2,413,26,10,1,False,2022-08-20T14:00:00Z,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,4,3.0,0.0,0.0,0.3,45,-421,3560,44,465
3,413,39,14,1,True,2022-08-27T11:30:00Z,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.3,2.0,0.3,45,-239,3824,77,316
4,413,50,6,1,True,2022-08-30T18:45:00Z,2,1,5,4,0,0,0,0,0,0,0,0,0,0,0,3,5.0,0.0,0.0,0.5,45,-228,4052,84,312
5,413,60,20,0,False,2022-09-03T14:00:00Z,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-187,4397,129,316
0,414,8,18,0,False,2022-08-06T14:00:00Z,4,1,1,45,0,0,0,2,0,0,0,0,0,0,0,1,4.0,0.9,0.0,0.5,40,0,70717,0,0
1,414,19,11,0,True,2022-08-13T14:00:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,1842,82877,7780,5938
2,414,26,10,0,False,2022-08-20T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2427,83934,6509,8936
3,414,39,14,0,True,2022-08-27T11:30:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-3902,82239,3754,7656
4,414,50,6,0,True,2022-08-30T18:45:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-4657,78893,1648,6305
5,414,60,20,0,False,2022-09-03T14:00:00Z,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-9424,70167,1102,10526
0,415,8,18,0,False,2022-08-06T14:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,2166,0,0
1,415,19,11,0,True,2022-08-13T14:00:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-339,1801,0,339
2,415,26,10,0,False,2022-08-20T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-205,1609,0,205
3,415,39,14,0,True,2022-08-27T11:30:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-172,1440,0,172
4,415,50,6,0,True,2022-08-30T18:45:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-99,1345,0,99
5,415,60,20,0,False,2022-09-03T14:00:00Z,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-108,1247,0,108
0,416,8,18,1,False,2022-08-06T14:00:00Z,4,1,1,15,0,0,0,0,0,0,0,0,0,0,0,1,1.6,2.3,10.0,1.4,45,0,65020,0,0
1,416,19,11,0,True,2022-08-13T14:00:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2879,65268,2573,5452
2,416,26,10,0,False,2022-08-20T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-6865,59325,2501,9366
3,416,39,14,0,True,2022-08-27T11:30:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-4483,56430,4543,9026
4,416,50,6,2,True,2022-08-30T18:45:00Z,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,6,6.8,11.8,2.0,2.1,44,-2584,54765,3732,6316
5,416,60,20,0,False,2022-09-03T14:00:00Z,1,0,6,55,0,0,0,1,0,0,0,1,0,0,0,-2,0.0,1.6,1.0,0.0,44,5312,62706,11236,5924
0,417,8,18,1,False,2022-08-06T14:00:00Z,4,1,1,18,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.0,24.0,2.5,45,0,3733,0,0
1,417,19,11,0,True,2022-08-13T14:00:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-176,4663,260,436
2,417,26,10,0,False,2022-08-20T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-972,4022,37,1009
3,417,39,14,1,True,2022-08-27T11:30:00Z,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.5,0.0,0.1,45,-900,3157,28,928
4,417,50,6,7,True,2022-08-30T18:45:00Z,2,1,5,72,0,1,0,1,0,0,0,0,0,0,2,26,28.6,24.7,12.0,6.5,45,-134,3467,63,197
5,417,60,20,2,False,2022-09-03T14:00:00Z,1,0,6,72,0,0,0,1,0,0,0,0,0,0,0,13,17.0,5.3,4.0,2.6,45,2427,7498,3051,624
0,418,8,18,5,False,2022-08-06T14:00:00Z,4,1,1,71,0,1,0,4,0,0,0,0,0,0,0,16,22.6,12.2,12.0,4.7,50,0,2795,0,0
1,418,19,11,2,True,2022-08-13T14:00:00Z,2,2,2,90,0,0,0,2,0,0,0,0,0,0,0,18,17.8,29.7,0.0,4.8,50,6150,13621,7832,1682
2,418,26,10,2,False,2022-08-20T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,20,19.0,6.0,4.0,2.9,50,-157,14058,3034,3191
3,418,39,14,2,True,2022-08-27T11:30:00Z,0,1,4,88,0,0,0,1,0,0,0,0,0,0,0,8,11.8,12.2,2.0,2.6,50,-2194,12298,946,3140
4,418,50,6,1,True,2022-08-30T18:45:00Z,2,1,5,17,0,0,0,0,0,0,0,0,0,0,0,2,6.2,0.3,0.0,0.7,50,-1263,11505,759,2022
5,418,60,20,1,False,2022-09-03T14:00:00Z,1,0,6,34,0,0,0,0,0,0,0,0,0,0,0,3,4.6,1.8,2.0,0.8,50,-812,11181,942,1754
0,419,8,18,0,False,2022-08-06T14:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,1951,0,0
1,419,19,11,0,True,2022-08-13T14:00:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-359,1745,64,423
2,419,26,10,0,False,2022-08-20T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-175,1652,119,294
3,419,39,14,0,True,2022-08-27T11:30:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-206,1473,75,281
4,419,50,6,0,True,2022-08-30T18:45:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-95,1400,52,147
5,419,60,20,0,False,2022-09-03T14:00:00Z,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-126,1295,36,162
0,420,8,18,-2,False,2022-08-06T14:00:00Z,4,1,1,90,0,0,0,4,1,0,0,0,0,0,0,7,16.0,17.0,6.0,3.9,45,0,14247,0,0
1,420,19,11,0,True,2022-08-13T14:00:00Z,2,2,2,90,0,0,0,2,0,0,0,1,0,0,0,6,19.6,0.7,0.0,2.0,45,-2100,14622,673,2773
2,420,26,10,2,False,2022-08-20T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,12,18.6,0.7,4.0,2.3,44,-1556,14196,848,2404
3,420,39,14,2,True,2022-08-27T11:30:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,10,14.2,0.4,4.0,1.9,44,-487,14499,1092,1579
4,420,50,6,1,True,2022-08-30T18:45:00Z,2,1,5,90,0,0,0,1,0,0,0,1,0,0,0,3,15.4,0.1,18.0,3.4,44,-213,14915,981,1194
5,420,60,20,2,False,2022-09-03T14:00:00Z,1,0,6,90,0,0,0,1,0,0,0,0,0,0,0,17,19.8,5.6,0.0,2.5,44,563,16397,1881,1318
0,421,8,18,0,False,2022-08-06T14:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,27219,0,0
1,421,19,11,0,True,2022-08-13T14:00:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-362,30110,789,1151
2,421,26,10,0,False,2022-08-20T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-897,30470,822,1719
3,421,39,14,0,True,2022-08-27T11:30:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-907,30385,563,1470
4,421,50,6,0,True,2022-08-30T18:45:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-866,29984,366,1232
5,421,60,20,0,False,2022-09-03T14:00:00Z,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2302,28039,262,2564
0,422,8,18,1,False,2022-08-06T14:00:00Z,4,1,1,90,0,0,0,4,0,0,0,0,0,5,0,20,33.6,0.0,0.0,3.4,45,0,57701,0,0
1,422,19,11,2,True,2022-08-13T14:00:00Z,2,2,2,90,0,0,0,2,0,0,0,0,0,3,0,15,27.4,0.0,0.0,2.7,45,-978,63198,2603,3581
2,422,26,10,2,False,2022-08-20T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,9,3.4,0.0,0.0,0.3,45,-3354,62050,1629,4983
3,422,39,14,3,True,2022-08-27T11:30:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,3,0,17,28.0,10.0,0.0,3.8,45,-1441,62897,2815,4256
4,422,50,6,3,True,2022-08-30T18:45:00Z,2,1,5,90,0,0,0,1,0,0,0,0,0,3,0,16,28.0,0.0,0.0,2.8,45,-811,64078,2747,3558
5,422,60,20,2,False,2022-09-03T14:00:00Z,1,0,6,90,0,0,0,1,0,0,0,0,0,1,0,11,12.8,0.0,0.0,1.3,45,2783,69988,7183,4400
0,423,8,18,0,False,2022-08-06T14:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,5917,0,0
1,423,19,11,1,True,2022-08-13T14:00:00Z,2,2,2,90,0,0,0,2,0,0,0,0,0,0,0,8,7.8,0.3,1.0,0.9,45,-720,6255,92,812
2,423,26,10,5,False,2022-08-20T14:00:00Z,1,2,3,90,0,1,0,1,0,0,0,0,0,0,0,19,26.8,12.1,11.0,5.0,45,-399,6473,221,620
3,423,39,14,2,True,2022-08-27T11:30:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,9,16.2,1.4,27.0,4.5,45,1268,9314,1998,730
4,423,50,6,2,True,2022-08-30T18:45:00Z,2,1,5,90,0,0,0,1,0,0,0,0,0,0,0,13,18.0,0.1,4.0,2.2,45,1324,11855,2691,1367
5,423,60,20,1,False,2022-09-03T14:00:00Z,1,0,6,90,0,0,0,1,0,0,0,1,0,0,0,10,9.0,0.8,6.0,1.6,45,5491,19803,7471,1980
0,424,8,18,0,False,2022-08-06T14:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,104292,0,0
1,424,19,11,0,True,2022-08-13T14:00:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-998,110640,2762,3760
2,424,26,10,0,False,2022-08-20T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2822,109847,2284,5106
3,424,39,14,0,True,2022-08-27T11:30:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2978,108101,1623,4601
4,424,50,6,0,True,2022-08-30T18:45:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2951,105780,878,3829
5,424,60,20,0,False,2022-09-03T14:00:00Z,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-3318,103287,1163,4481
0,512,8,18,2,False,2022-08-06T14:00:00Z,4,1,1,90,0,0,0,4,0,0,0,0,0,0,0,5,9.4,5.2,23.0,3.8,55,0,50924,0,0
1,512,19,11,7,True,2022-08-13T14:00:00Z,2,2,2,29,1,0,0,0,0,0,0,0,0,0,1,23,39.2,2.1,54.0,9.5,55,-1476,54303,4556,6032
2,512,26,10,1,False,2022-08-20T14:00:00Z,1,2,3,87,0,0,0,1,0,0,0,1,0,0,0,5,8.0,1.9,8.0,1.8,55,14442,75000,20878,6436
3,512,39,14,2,True,2022-08-27T11:30:00Z,0,1,4,88,0,0,0,1,0,0,0,0,0,0,0,8,6.8,13.4,47.0,6.7,55,-10493,64968,3665,14158
4,512,50,6,1,True,2022-08-30T18:45:00Z,2,1,5,30,0,0,0,0,0,0,0,0,0,0,0,3,2.2,1.5,0.0,0.4,55,-7163,59230,2679,9842
5,512,60,20,2,False,2022-09-03T14:00:00Z,1,0,6,72,0,0,0,1,0,0,0,0,0,0,0,6,11.2,14.8,48.0,7.4,55,-4637,56073,4135,8772
0,528,8,18,0,False,2022-08-06T14:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,7535,0,0
1,528,19,11,4,True,2022-08-13T14:00:00Z,2,2,2,20,0,1,0,0,0,0,0,0,0,0,0,15,22.2,13.5,7.0,4.3,55,-945,7672,504,1449
2,528,26,10,1,False,2022-08-20T14:00:00Z,1,2,3,58,0,0,0,1,0,0,0,0,0,0,0,1,2.2,0.8,6.0,0.9,55,2803,12621,4522,1719
3,528,39,14,1,True,2022-08-27T11:30:00Z,0,1,4,13,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.1,22.0,2.0,55,-550,12453,1608,2158
4,528,50,6,0,True,2022-08-30T18:45:00Z,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-807,12116,1284,2091
5,528,60,20,1,False,2022-09-03T14:00:00Z,1,0,6,7,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11.5,24.0,3.5,55,-1874,10638,762,2636
0,622,60,20,0,False,2022-09-03T14:00:00Z,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,434,866,502,68
0,623,60,20,0,False,2022-09-03T14:00:00Z,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,60,84,86,26
0,624,60,20,1,False,2022-09-03T14:00:00Z,1,0,6,17,0,0,0,0,0,0,0,0,0,0,0,6,5.6,14.1,4.0,2.4,50,0,0,0,0
0,425,8,17,2,True,2022-08-06T14:00:00Z,4,1,1,90,0,0,0,1,0,0,0,0,0,1,0,10,10.8,0.0,0.0,1.1,55,0,379701,0,0
1,425,15,6,1,False,2022-08-14T15:30:00Z,2,2,2,90,0,0,0,2,0,0,0,0,0,1,0,9,13.8,0.0,0.0,1.4,55,-30716,394157,10101,40817
2,425,29,20,9,True,2022-08-20T11:30:00Z,1,0,3,90,0,0,1,0,0,0,0,0,0,3,2,31,19.8,0.0,0.0,2.0,55,-12667,405835,26413,39080
3,425,38,16,6,False,2022-08-28T15:30:00Z,0,2,4,90,0,0,1,0,0,0,0,0,0,1,0,25,9.2,0.0,0.0,0.9,55,29435,469788,54645,25210
4,425,47,19,5,False,2022-08-31T18:45:00Z,1,1,5,90,0,0,0,1,0,0,0,0,0,3,2,18,17.2,0.0,0.0,1.7,55,388,484823,26433,26045
5,425,59,9,2,True,2022-09-03T14:00:00Z,2,1,6,90,0,0,0,1,0,0,0,0,0,2,0,12,10.4,0.0,0.0,1.0,55,17008,525569,44990,27982
0,426,8,17,0,True,2022-08-06T14:00:00Z,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,525074,0,0
1,426,15,6,0,False,2022-08-14T15:30:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-14191,536330,8146,22337
2,426,29,20,0,True,2022-08-20T11:30:00Z,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-21841,521986,7552,29393
3,426,38,16,0,False,2022-08-28T15:30:00Z,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-22377,504350,4445,26822
4,426,47,19,0,False,2022-08-31T18:45:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-18058,488874,2741,20799
5,426,59,9,0,True,2022-09-03T14:00:00Z,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-19878,470823,3592,23470
0,427,8,17,2,True,2022-08-06T14:00:00Z,4,1,1,90,0,0,0,1,0,0,0,0,0,0,0,4,14.6,22.2,34.0,7.1,115,0,2286082,0,0
1,427,15,6,8,False,2022-08-14T15:30:00Z,2,2,2,90,1,0,0,2,0,0,0,0,0,0,2,32,39.6,33.1,44.0,11.7,114,-847027,1541147,26852,873879
2,427,29,20,6,True,2022-08-20T11:30:00Z,1,0,3,90,1,0,1,0,0,0,0,1,0,0,1,30,40.6,26.2,80.0,14.7,114,-13241,1614483,151387,164628
3,427,38,16,10,False,2022-08-28T15:30:00Z,0,2,4,90,2,0,1,0,0,0,1,1,0,0,3,45,90.6,39.8,84.0,21.4,114,33207,1710032,145546,112339
4,427,47,19,5,False,2022-08-31T18:45:00Z,1,1,5,90,0,1,0,1,0,0,0,0,0,0,0,14,6.0,7.3,65.0,7.8,114,20503,1775930,177547,157044
5,427,59,9,9,True,2022-09-03T14:00:00Z,2,1,6,77,1,0,1,0,0,0,0,0,0,0,3,37,46.0,32.6,64.0,14.3,114,-127277,1679744,123599,250876
0,428,8,17,5,True,2022-08-06T14:00:00Z,4,1,1,90,0,1,0,1,0,0,0,0,0,0,0,23,36.2,52.5,56.0,14.5,120,0,1929156,0,0
1,428,15,6,2,False,2022-08-14T15:30:00Z,2,2,2,78,0,0,0,2,0,0,0,0,0,0,0,3,10.6,14.8,37.0,6.2,120,-211015,1871246,37072,248087
2,428,29,20,3,True,2022-08-20T11:30:00Z,1,0,3,75,0,0,1,0,0,0,0,0,0,0,0,-2,0.0,5.8,31.0,3.5,119,-218263,1709937,73460,291723
3,428,38,16,3,False,2022-08-28T15:30:00Z,0,2,4,73,0,0,1,0,0,0,0,0,0,0,0,2,5.8,31.3,22.0,5.9,119,-285353,1455914,30666,316019
4,428,47,19,2,False,2022-08-31T18:45:00Z,1,1,5,90,0,0,0,1,0,0,0,0,0,0,0,2,0.6,1.8,38.0,4.0,118,-317771,1156313,19806,337577
5,428,59,9,2,True,2022-09-03T14:00:00Z,2,1,6,83,0,0,0,1,0,0,0,0,0,0,0,10,16.6,62.6,57.0,13.6,117,-214168,961990,23843,238011
0,429,8,17,1,True,2022-08-06T14:00:00Z,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,5.0,0.0,0.0,0.5,50,0,72985,0,0
1,429,15,6,0,False,2022-08-14T15:30:00Z,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-16317,61757,1331,17648
2,429,29,20,0,True,2022-08-20T11:30:00Z,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-16023,47723,2738,18761
3,429,38,16,0,False,2022-08-28T15:30:00Z,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-11813,37365,1381,13194
4,429,47,19,0,False,2022-08-31T18:45:00Z,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,-5484,32876,1014,6498
5,429,59,9,0,True,2022-09-03T14:00:00Z,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46,-3141,30797,1538,4679
0,430,8,17,8,True,2022-08-06T14:00:00Z,4,1,1,90,1,0,0,1,0,0,0,0,0,0,0,27,43.6,0.4,17.0,6.1,50,0,289437,0,0
1,430,15,6,1,False,2022-08-14T15:30:00Z,2,2,2,90,0,0,0,2,0,0,0,0,0,0,0,14,22.4,0.0,20.0,4.2,50,27481,387017,50593,23112
2,430,29,20,6,True,2022-08-20T11:30:00Z,1,0,3,90,0,0,1,0,0,0,0,0,0,0,0,25,21.8,0.7,0.0,2.3,50,23848,434979,67594,43746
3,430,38,16,6,False,2022-08-28T15:30:00Z,0,2,4,90,0,0,1,0,0,0,0,0,0,0,0,23,12.0,0.3,0.0,1.2,50,25869,484251,60069,34200
4,430,47,19,3,False,2022-08-31T18:45:00Z,1,1,5,90,0,0,0,1,0,0,0,0,0,0,1,17,22.0,0.7,0.0,2.3,50,6593,500096,35644,29051
